attrition_id,employee_id,department,tenure_years,performance_status,attrition_risk,risk_score,exit_status
ATTR0003053,EMP03053,Operations,6,Excellent,Low,20,Active
ATTR0003054,EMP03054,Operations,4,Good,Medium,64,Active
ATTR0003055,EMP03055,Finance,8,Excellent,High,92,Active
ATTR0003056,EMP03056,Sales,10,Poor,Low,21,Active
ATTR0003057,EMP03057,Operations,8,Good,Low,38,Active
ATTR0003058,EMP03058,IT,11,Good,Low,42,Resigned
ATTR0003059,EMP03059,Marketing,7,Average,Low,46,Active
ATTR0003060,EMP03060,HR,9,Excellent,Low,40,Active
ATTR0003061,EMP03061,Finance,9,Good,High,95,Active
ATTR0003062,EMP03062,Operations,5,Poor,High,92,Active
ATTR0003063,EMP03063,Sales,9,Good,Medium,68,Active
ATTR0003064,EMP03064,HR,0,Excellent,Low,48,Active
ATTR0003065,EMP03065,Sales,6,Poor,High,81,Active
ATTR0003066,EMP03066,IT,5,Poor,Low,44,Active
ATTR0003067,EMP03067,Operations,1,Average,High,96,Active
ATTR0003068,EMP03068,IT,8,Excellent,High,98,Active
ATTR0003069,EMP03069,Finance,4,Good,High,100,Active
ATTR0003070,EMP03070,Sales,0,Excellent,High,99,Active
ATTR0003071,EMP03071,Operations,9,Good,Low,36,Active
ATTR0003072,EMP03072,Sales,5,Good,Low,35,Active
ATTR0003073,EMP03073,Operations,8,Average,High,79,Active
ATTR0003074,EMP03074,Operations,4,Good,Low,22,Active
ATTR0003075,EMP03075,Operations,3,Average,Medium,64,Resigned
ATTR0003076,EMP03076,Finance,0,Poor,High,98,Active
ATTR0003077,EMP03077,Finance,4,Poor,Medium,53,Active
ATTR0003078,EMP03078,Sales,6,Average,High,88,Active
ATTR0003079,EMP03079,IT,1,Good,High,82,Active
ATTR0003080,EMP03080,Finance,10,Average,Low,37,Active
ATTR0003081,EMP03081,HR,5,Average,Medium,65,Active
ATTR0003082,EMP03082,Finance,4,Good,Medium,51,Resigned
ATTR0003083,EMP03083,IT,3,Average,High,99,Active
ATTR0003084,EMP03084,HR,3,Excellent,Medium,68,Active
ATTR0003085,EMP03085,Operations,8,Poor,Low,26,Active
ATTR0003086,EMP03086,HR,5,Poor,Low,44,Active
ATTR0003087,EMP03087,HR,2,Poor,Low,41,Active
ATTR0003088,EMP03088,HR,8,Good,Low,26,Active
ATTR0003089,EMP03089,HR,10,Excellent,High,80,Active
ATTR0003090,EMP03090,IT,3,Average,Medium,57,Active
ATTR0003091,EMP03091,Marketing,10,Average,High,94,Active
ATTR0003092,EMP03092,IT,8,Average,Low,28,Active
ATTR0003093,EMP03093,Operations,0,Average,High,94,Active
ATTR0003094,EMP03094,IT,8,Poor,High,84,Active
ATTR0003095,EMP03095,Sales,8,Average,Medium,63,Active
ATTR0003096,EMP03096,Finance,4,Excellent,Medium,64,Resigned
ATTR0003097,EMP03097,Operations,6,Average,High,97,Active
ATTR0003098,EMP03098,Finance,11,Poor,Medium,67,Resigned
ATTR0003099,EMP03099,IT,11,Average,High,83,Active
ATTR0003100,EMP03100,Operations,6,Poor,Low,32,Active
ATTR0003101,EMP03101,Sales,1,Average,Low,24,Resigned
ATTR0003102,EMP03102,Sales,10,Good,Low,31,Active
ATTR0003103,EMP03103,IT,10,Poor,Low,44,Active
ATTR0003104,EMP03104,Finance,1,Poor,Low,25,Active
ATTR0003105,EMP03105,Finance,6,Excellent,Low,27,Active
ATTR0003106,EMP03106,Sales,8,Average,High,100,Active
ATTR0003107,EMP03107,Operations,5,Good,High,89,Active
ATTR0003108,EMP03108,Marketing,4,Average,Low,47,Active
ATTR0003109,EMP03109,Marketing,1,Average,Low,28,Active
ATTR0003110,EMP03110,Operations,10,Good,High,95,Active
ATTR0003111,EMP03111,Marketing,3,Poor,Low,47,Active
ATTR0003112,EMP03112,Sales,1,Poor,High,89,Active
ATTR0003113,EMP03113,HR,3,Average,Low,33,Active
ATTR0003114,EMP03114,Marketing,1,Poor,Low,34,Active
ATTR0003115,EMP03115,Operations,2,Poor,Medium,60,Active
ATTR0003116,EMP03116,Finance,8,Poor,Low,38,Resigned
ATTR0003117,EMP03117,Marketing,8,Good,Medium,62,Active
ATTR0003118,EMP03118,Sales,4,Good,Medium,55,Active
ATTR0003119,EMP03119,Marketing,4,Poor,High,94,Active
ATTR0003120,EMP03120,Finance,10,Average,Low,36,Active
ATTR0003121,EMP03121,Marketing,1,Average,High,94,Active
ATTR0003122,EMP03122,Sales,3,Excellent,High,91,Active
ATTR0003123,EMP03123,Operations,6,Excellent,Low,28,Active
ATTR0003124,EMP03124,HR,10,Average,Medium,71,Active
ATTR0003125,EMP03125,Finance,10,Poor,Medium,53,Active
ATTR0003126,EMP03126,Finance,1,Excellent,Low,49,Active
ATTR0003127,EMP03127,Sales,5,Poor,Medium,52,Active
ATTR0003128,EMP03128,Finance,1,Poor,Medium,55,Active
ATTR0003129,EMP03129,Sales,4,Average,Medium,74,Active
ATTR0003130,EMP03130,Operations,4,Average,Low,46,Active
ATTR0003131,EMP03131,IT,9,Poor,Medium,60,Active
ATTR0003132,EMP03132,Operations,8,Poor,Low,20,Active
ATTR0003133,EMP03133,HR,2,Poor,Medium,50,Active
ATTR0003134,EMP03134,IT,3,Average,Medium,59,Active
ATTR0003135,EMP03135,IT,9,Good,High,86,Active
ATTR0003136,EMP03136,IT,5,Excellent,High,90,Active
ATTR0003137,EMP03137,HR,7,Poor,High,82,Resigned
ATTR0003138,EMP03138,Finance,2,Average,Medium,65,Active
ATTR0003139,EMP03139,Marketing,3,Average,High,79,Active
ATTR0003140,EMP03140,Marketing,6,Poor,Low,21,Active
ATTR0003141,EMP03141,Operations,8,Excellent,Low,44,Active
ATTR0003142,EMP03142,Finance,5,Poor,High,95,Active
ATTR0003143,EMP03143,Finance,1,Average,High,90,Active
ATTR0003144,EMP03144,Finance,4,Average,Low,33,Active
ATTR0003145,EMP03145,Sales,11,Poor,Low,40,Active
ATTR0003146,EMP03146,Operations,9,Poor,High,81,Active
ATTR0003147,EMP03147,HR,8,Good,Low,33,Active
ATTR0003148,EMP03148,HR,4,Good,Low,43,Active
ATTR0003149,EMP03149,HR,5,Excellent,High,76,Active
ATTR0003150,EMP03150,Sales,3,Poor,High,93,Active
ATTR0003151,EMP03151,Operations,7,Average,High,81,Active
ATTR0003152,EMP03152,Finance,8,Good,High,79,Active
ATTR0003153,EMP03153,Operations,7,Poor,Low,43,Active
ATTR0003154,EMP03154,Sales,11,Excellent,High,91,Active
ATTR0003155,EMP03155,Marketing,2,Excellent,Low,44,Active
ATTR0003156,EMP03156,Marketing,1,Excellent,High,76,Active
ATTR0003157,EMP03157,Operations,9,Poor,High,80,Active
ATTR0003158,EMP03158,Marketing,8,Excellent,Medium,62,Active
ATTR0003159,EMP03159,IT,5,Poor,Low,44,Active
ATTR0003160,EMP03160,Marketing,2,Poor,Medium,70,Active
ATTR0003161,EMP03161,Sales,8,Good,Medium,61,Active
ATTR0003162,EMP03162,IT,6,Good,Low,46,Active
ATTR0003163,EMP03163,Sales,10,Average,Low,25,Active
ATTR0003164,EMP03164,Finance,4,Excellent,Low,30,Active
ATTR0003165,EMP03165,Finance,7,Poor,Low,47,Active
ATTR0003166,EMP03166,Finance,0,Poor,High,86,Active
ATTR0003167,EMP03167,Sales,2,Average,High,95,Resigned
ATTR0003168,EMP03168,Sales,8,Excellent,Medium,72,Resigned
ATTR0003169,EMP03169,Marketing,9,Average,High,91,Active
ATTR0003170,EMP03170,HR,4,Poor,Medium,60,Active
ATTR0003171,EMP03171,Marketing,3,Good,Medium,71,Active
ATTR0003172,EMP03172,IT,4,Poor,Medium,67,Active
ATTR0003173,EMP03173,IT,1,Good,High,82,Active
ATTR0003174,EMP03174,IT,4,Good,High,82,Active
ATTR0003175,EMP03175,IT,7,Excellent,Medium,66,Active
ATTR0003176,EMP03176,Finance,6,Poor,Low,49,Resigned
ATTR0003177,EMP03177,Operations,2,Good,Low,20,Active
ATTR0003178,EMP03178,Finance,3,Good,Low,26,Resigned
ATTR0003179,EMP03179,Sales,2,Good,Medium,50,Active
ATTR0003180,EMP03180,IT,10,Average,Low,23,Active
ATTR0003181,EMP03181,HR,7,Average,High,97,Active
ATTR0003182,EMP03182,Finance,5,Average,Medium,63,Active
ATTR0003183,EMP03183,HR,2,Average,Medium,54,Active
ATTR0003184,EMP03184,Operations,2,Excellent,High,82,Active
ATTR0003185,EMP03185,Sales,10,Poor,Low,21,Active
ATTR0003186,EMP03186,HR,7,Average,Medium,61,Active
ATTR0003187,EMP03187,Sales,6,Excellent,Low,48,Active
ATTR0003188,EMP03188,HR,5,Average,High,96,Active
ATTR0003189,EMP03189,Finance,2,Excellent,Low,33,Resigned
ATTR0003190,EMP03190,Finance,4,Excellent,Low,32,Active
ATTR0003191,EMP03191,HR,0,Excellent,Medium,74,Active
ATTR0003192,EMP03192,Sales,6,Excellent,Low,44,Active
ATTR0003193,EMP03193,Operations,11,Good,Medium,63,Active
ATTR0003194,EMP03194,Sales,2,Average,Medium,58,Active
ATTR0003195,EMP03195,Sales,9,Good,Medium,73,Active
ATTR0003196,EMP03196,Finance,2,Poor,High,96,Active
ATTR0003197,EMP03197,IT,8,Poor,Low,42,Active
ATTR0003198,EMP03198,IT,4,Excellent,Low,25,Active
ATTR0003199,EMP03199,Marketing,0,Excellent,Medium,62,Active
ATTR0003200,EMP03200,Finance,11,Poor,Medium,74,Active
ATTR0003201,EMP03201,IT,4,Average,High,80,Resigned
ATTR0003202,EMP03202,Operations,8,Good,High,79,Active
ATTR0003203,EMP03203,Finance,5,Good,High,79,Resigned
ATTR0003204,EMP03204,Operations,10,Good,Low,23,Active
ATTR0003205,EMP03205,Operations,8,Average,Medium,74,Active
ATTR0003206,EMP03206,HR,3,Excellent,Medium,72,Resigned
ATTR0003207,EMP03207,HR,7,Poor,Medium,69,Active
ATTR0003208,EMP03208,Marketing,9,Good,Low,31,Active
ATTR0003209,EMP03209,Marketing,3,Excellent,High,81,Active
ATTR0003210,EMP03210,IT,9,Poor,High,99,Active
ATTR0003211,EMP03211,Sales,2,Excellent,Low,45,Active
ATTR0003212,EMP03212,Operations,2,Good,Medium,61,Active
ATTR0003213,EMP03213,Finance,11,Good,Medium,54,Active
ATTR0003214,EMP03214,IT,6,Poor,Medium,73,Active
ATTR0003215,EMP03215,Sales,9,Poor,Medium,52,Active
ATTR0003216,EMP03216,HR,3,Good,Low,37,Active
ATTR0003217,EMP03217,Marketing,10,Good,Low,38,Active
ATTR0003218,EMP03218,Sales,8,Excellent,High,95,Resigned
ATTR0003219,EMP03219,HR,3,Good,High,96,Active
ATTR0003220,EMP03220,Operations,8,Poor,High,75,Active
ATTR0003221,EMP03221,Finance,8,Excellent,High,81,Active
ATTR0003222,EMP03222,HR,4,Good,High,93,Active
ATTR0003223,EMP03223,Sales,1,Average,High,76,Active
ATTR0003224,EMP03224,Sales,8,Excellent,Low,30,Resigned
ATTR0003225,EMP03225,Marketing,3,Poor,Medium,53,Active
ATTR0003226,EMP03226,Finance,5,Excellent,Low,33,Active
ATTR0003227,EMP03227,Marketing,5,Good,Medium,63,Active
ATTR0003228,EMP03228,HR,5,Excellent,High,81,Resigned
ATTR0003229,EMP03229,IT,6,Excellent,High,79,Active
ATTR0003230,EMP03230,Sales,5,Average,Low,49,Active
ATTR0003231,EMP03231,Marketing,3,Average,High,90,Active
ATTR0003232,EMP03232,Operations,6,Poor,Medium,50,Active
ATTR0003233,EMP03233,Operations,9,Poor,Medium,59,Active
ATTR0003234,EMP03234,Operations,1,Average,Low,21,Resigned
ATTR0003235,EMP03235,IT,3,Average,Medium,56,Active
ATTR0003236,EMP03236,HR,3,Excellent,Low,33,Active
ATTR0003237,EMP03237,Marketing,9,Poor,High,88,Active
ATTR0003238,EMP03238,Operations,11,Poor,Medium,57,Active
ATTR0003239,EMP03239,Operations,5,Average,Medium,56,Active
ATTR0003240,EMP03240,Finance,5,Poor,Medium,51,Resigned
ATTR0003241,EMP03241,HR,1,Poor,High,91,Active
ATTR0003242,EMP03242,HR,6,Good,Low,47,Active
ATTR0003243,EMP03243,Finance,10,Poor,Medium,67,Active
ATTR0003244,EMP03244,Operations,8,Poor,Low,35,Active
ATTR0003245,EMP03245,Operations,0,Excellent,Medium,65,Active
ATTR0003246,EMP03246,IT,5,Poor,Low,49,Active
ATTR0003247,EMP03247,Operations,9,Excellent,High,92,Active
ATTR0003248,EMP03248,Operations,11,Average,Low,33,Active
ATTR0003249,EMP03249,Sales,4,Poor,High,99,Active
ATTR0003250,EMP03250,Operations,6,Average,Low,43,Active
ATTR0003251,EMP03251,Finance,3,Good,Medium,65,Active
ATTR0003252,EMP03252,Sales,6,Good,Low,30,Active
ATTR0003253,EMP03253,Operations,10,Good,Low,43,Active
ATTR0003254,EMP03254,Finance,7,Poor,High,89,Active
ATTR0003255,EMP03255,HR,10,Excellent,High,89,Active
ATTR0003256,EMP03256,HR,11,Poor,Low,34,Active
ATTR0003257,EMP03257,Finance,8,Good,High,85,Active
ATTR0003258,EMP03258,Finance,5,Poor,Medium,59,Active
ATTR0003259,EMP03259,HR,8,Excellent,High,80,Active
ATTR0003260,EMP03260,HR,4,Poor,High,84,Active
ATTR0003261,EMP03261,Operations,5,Excellent,High,100,Active
ATTR0003262,EMP03262,Marketing,2,Good,Medium,53,Active
ATTR0003263,EMP03263,Sales,6,Good,Medium,67,Active
ATTR0003264,EMP03264,IT,2,Average,High,93,Active
ATTR0003265,EMP03265,IT,2,Excellent,Medium,52,Resigned
ATTR0003266,EMP03266,Operations,10,Excellent,Medium,62,Active
ATTR0003267,EMP03267,Sales,9,Excellent,Low,37,Resigned
ATTR0003268,EMP03268,IT,1,Poor,Medium,58,Active
ATTR0003269,EMP03269,Sales,2,Average,Low,38,Active
ATTR0003270,EMP03270,Sales,1,Excellent,Low,34,Active
ATTR0003271,EMP03271,Finance,3,Poor,High,88,Active
ATTR0003272,EMP03272,IT,6,Poor,Medium,68,Active
ATTR0003273,EMP03273,Sales,2,Poor,Low,20,Resigned
ATTR0003274,EMP03274,Marketing,2,Excellent,High,99,Active
ATTR0003275,EMP03275,Finance,8,Poor,Medium,68,Active
ATTR0003276,EMP03276,Finance,4,Poor,Low,28,Resigned
ATTR0003277,EMP03277,Finance,3,Poor,Medium,58,Active
ATTR0003278,EMP03278,Marketing,10,Good,Medium,60,Active
ATTR0003279,EMP03279,HR,0,Excellent,Low,23,Active
ATTR0003280,EMP03280,Sales,6,Good,Low,43,Active
ATTR0003281,EMP03281,Sales,6,Good,High,88,Active
ATTR0003282,EMP03282,Operations,5,Good,Medium,62,Active
ATTR0003283,EMP03283,Operations,9,Good,High,79,Active
ATTR0003284,EMP03284,Sales,1,Excellent,Low,40,Active
ATTR0003285,EMP03285,Sales,11,Good,Low,45,Resigned
ATTR0003286,EMP03286,Operations,11,Excellent,Medium,59,Active
ATTR0003287,EMP03287,Operations,8,Poor,Medium,59,Active
ATTR0003288,EMP03288,HR,8,Average,Low,48,Active
ATTR0003289,EMP03289,Marketing,0,Excellent,Low,35,Resigned
ATTR0003290,EMP03290,Finance,7,Average,Low,38,Resigned
ATTR0003291,EMP03291,Sales,7,Good,High,94,Resigned
ATTR0003292,EMP03292,HR,10,Good,High,89,Resigned
ATTR0003293,EMP03293,IT,6,Poor,Medium,72,Active
ATTR0003294,EMP03294,Finance,0,Excellent,Low,35,Active
ATTR0003295,EMP03295,HR,2,Good,Low,43,Active
ATTR0003296,EMP03296,Finance,1,Average,High,97,Resigned
ATTR0003297,EMP03297,HR,7,Average,Medium,50,Active
ATTR0003298,EMP03298,Operations,5,Average,Low,49,Active
ATTR0003299,EMP03299,Operations,4,Good,Low,37,Active
ATTR0003300,EMP03300,Marketing,5,Excellent,Medium,54,Active
ATTR0003301,EMP03301,IT,3,Average,High,83,Active
ATTR0003302,EMP03302,Marketing,2,Poor,High,94,Active
ATTR0003303,EMP03303,HR,11,Excellent,Medium,71,Active
ATTR0003304,EMP03304,Operations,3,Excellent,High,95,Active
ATTR0003305,EMP03305,Marketing,5,Average,High,97,Active
ATTR0003306,EMP03306,HR,8,Average,High,90,Active
ATTR0003307,EMP03307,Marketing,1,Poor,Medium,74,Resigned
ATTR0003308,EMP03308,IT,4,Average,High,75,Active
ATTR0003309,EMP03309,HR,10,Poor,Low,35,Resigned
ATTR0003310,EMP03310,HR,1,Poor,Low,24,Active
ATTR0003311,EMP03311,Marketing,7,Good,Medium,55,Active
ATTR0003312,EMP03312,Finance,5,Excellent,Medium,72,Active
ATTR0003313,EMP03313,Operations,7,Good,Medium,68,Active
ATTR0003314,EMP03314,HR,2,Good,Low,43,Active
ATTR0003315,EMP03315,Operations,5,Average,High,91,Active
ATTR0003316,EMP03316,Marketing,10,Average,High,81,Active
ATTR0003317,EMP03317,Finance,9,Good,Low,25,Active
ATTR0003318,EMP03318,Sales,5,Average,High,76,Resigned
ATTR0003319,EMP03319,Operations,6,Good,Medium,50,Active
ATTR0003320,EMP03320,HR,8,Good,Medium,68,Active
ATTR0003321,EMP03321,Finance,4,Good,Low,41,Active
ATTR0003322,EMP03322,HR,8,Excellent,Low,41,Active
ATTR0003323,EMP03323,IT,9,Average,Medium,68,Active
ATTR0003324,EMP03324,Sales,3,Poor,High,81,Active
ATTR0003325,EMP03325,Operations,3,Good,Medium,51,Active
ATTR0003326,EMP03326,Operations,5,Poor,Medium,72,Active
ATTR0003327,EMP03327,IT,7,Average,Low,44,Active
ATTR0003328,EMP03328,Sales,3,Poor,High,85,Active
ATTR0003329,EMP03329,Marketing,3,Poor,High,86,Active
ATTR0003330,EMP03330,Sales,6,Excellent,Low,20,Active
ATTR0003331,EMP03331,Marketing,6,Poor,Low,26,Active
ATTR0003332,EMP03332,IT,2,Excellent,Low,42,Active
ATTR0003333,EMP03333,Finance,6,Good,Low,32,Active
ATTR0003334,EMP03334,IT,5,Good,Medium,55,Active
ATTR0003335,EMP03335,Operations,4,Average,Low,33,Resigned
ATTR0003336,EMP03336,IT,6,Good,Low,26,Active
ATTR0003337,EMP03337,Sales,8,Poor,Medium,61,Resigned
ATTR0003338,EMP03338,Finance,2,Excellent,Medium,58,Active
ATTR0003339,EMP03339,Sales,6,Poor,Low,42,Active
ATTR0003340,EMP03340,Operations,1,Average,High,85,Active
ATTR0003341,EMP03341,HR,2,Poor,High,77,Active
ATTR0003342,EMP03342,Marketing,1,Excellent,High,92,Active
ATTR0003343,EMP03343,Marketing,0,Excellent,High,94,Active
ATTR0003344,EMP03344,Operations,6,Poor,High,81,Active
ATTR0003345,EMP03345,Marketing,2,Average,Low,47,Active
ATTR0003346,EMP03346,Finance,4,Average,Low,26,Active
ATTR0003347,EMP03347,Finance,10,Average,Medium,50,Resigned
ATTR0003348,EMP03348,Operations,9,Average,Low,40,Active
ATTR0003349,EMP03349,Operations,1,Good,High,82,Active
ATTR0003350,EMP03350,Marketing,8,Average,Medium,51,Active
ATTR0003351,EMP03351,Operations,8,Poor,High,100,Active
ATTR0003352,EMP03352,HR,0,Good,Medium,74,Active
ATTR0003353,EMP03353,Marketing,5,Excellent,Medium,72,Active
ATTR0003354,EMP03354,Marketing,3,Good,High,97,Active
ATTR0003355,EMP03355,HR,1,Good,Low,43,Active
ATTR0003356,EMP03356,Marketing,9,Good,High,78,Active
ATTR0003357,EMP03357,Marketing,2,Poor,Low,42,Active
ATTR0003358,EMP03358,Finance,7,Excellent,Low,29,Resigned
ATTR0003359,EMP03359,IT,3,Excellent,High,97,Active
ATTR0003360,EMP03360,Operations,10,Poor,High,75,Active
ATTR0003361,EMP03361,Sales,5,Poor,Medium,53,Active
ATTR0003362,EMP03362,Finance,3,Excellent,Low,21,Active
ATTR0003363,EMP03363,HR,1,Excellent,High,89,Active
ATTR0003364,EMP03364,HR,8,Good,High,85,Active
ATTR0003365,EMP03365,Operations,1,Average,Low,38,Active
ATTR0003366,EMP03366,Marketing,7,Average,Low,48,Active
ATTR0003367,EMP03367,Finance,3,Average,High,84,Active
ATTR0003368,EMP03368,Marketing,3,Average,High,96,Active
ATTR0003369,EMP03369,Sales,1,Average,Medium,64,Active
ATTR0003370,EMP03370,HR,4,Excellent,Low,47,Resigned
ATTR0003371,EMP03371,Marketing,1,Good,Low,39,Active
ATTR0003372,EMP03372,HR,3,Excellent,Low,49,Active
ATTR0003373,EMP03373,Sales,9,Excellent,Low,46,Active
ATTR0003374,EMP03374,HR,7,Excellent,Medium,66,Active
ATTR0003375,EMP03375,HR,1,Poor,Low,37,Active
ATTR0003376,EMP03376,IT,7,Average,High,95,Active
ATTR0003377,EMP03377,Sales,6,Excellent,Low,48,Active
ATTR0003378,EMP03378,Sales,5,Excellent,Low,28,Active
ATTR0003379,EMP03379,Sales,11,Average,Low,39,Active
ATTR0003380,EMP03380,HR,0,Excellent,Medium,59,Active
ATTR0003381,EMP03381,Operations,8,Excellent,High,99,Active
ATTR0003382,EMP03382,Operations,8,Good,High,80,Active
ATTR0003383,EMP03383,Operations,9,Excellent,Low,47,Active
ATTR0003384,EMP03384,Finance,0,Good,Low,40,Active
ATTR0003385,EMP03385,IT,9,Excellent,Low,40,Active
ATTR0003386,EMP03386,Marketing,1,Poor,Low,46,Active
ATTR0003387,EMP03387,Sales,10,Good,High,87,Active
ATTR0003388,EMP03388,Marketing,1,Excellent,Low,28,Active
ATTR0003389,EMP03389,Operations,7,Poor,Medium,72,Active
ATTR0003390,EMP03390,IT,10,Poor,Medium,53,Active
ATTR0003391,EMP03391,Marketing,4,Good,Low,46,Active
ATTR0003392,EMP03392,IT,9,Poor,Low,41,Active
ATTR0003393,EMP03393,Finance,0,Average,High,85,Active
ATTR0003394,EMP03394,Operations,7,Excellent,Low,43,Active
ATTR0003395,EMP03395,IT,11,Poor,Medium,59,Active
ATTR0003396,EMP03396,Finance,7,Good,Low,29,Active
ATTR0003397,EMP03397,HR,5,Average,High,83,Active
ATTR0003398,EMP03398,IT,7,Poor,High,76,Active
ATTR0003399,EMP03399,HR,7,Excellent,High,80,Active
ATTR0003400,EMP03400,Sales,5,Excellent,High,86,Active
ATTR0003401,EMP03401,Sales,0,Excellent,Low,30,Active
ATTR0003402,EMP03402,Finance,10,Average,Low,27,Active
ATTR0003403,EMP03403,Finance,9,Good,Low,30,Active
ATTR0003404,EMP03404,Marketing,3,Good,High,96,Active
ATTR0003405,EMP03405,Operations,5,Poor,Low,21,Active
ATTR0003406,EMP03406,Sales,1,Poor,High,90,Resigned
ATTR0003407,EMP03407,Finance,2,Poor,High,98,Active
ATTR0003408,EMP03408,Finance,4,Good,Low,49,Active
ATTR0003409,EMP03409,HR,6,Poor,Low,42,Active
ATTR0003410,EMP03410,Sales,2,Good,Low,48,Active
ATTR0003411,EMP03411,HR,2,Good,High,83,Active
ATTR0003412,EMP03412,HR,9,Poor,Medium,62,Active
ATTR0003413,EMP03413,Finance,4,Excellent,Low,49,Active
ATTR0003414,EMP03414,Finance,1,Poor,High,94,Active
ATTR0003415,EMP03415,Finance,9,Excellent,Low,39,Active
ATTR0003416,EMP03416,HR,6,Good,Medium,69,Active
ATTR0003417,EMP03417,Marketing,2,Poor,Low,29,Active
ATTR0003418,EMP03418,Finance,8,Excellent,Medium,67,Active
ATTR0003419,EMP03419,Finance,5,Poor,Low,33,Resigned
ATTR0003420,EMP03420,IT,9,Average,High,98,Active
ATTR0003421,EMP03421,IT,8,Excellent,High,87,Active
ATTR0003422,EMP03422,IT,11,Excellent,High,85,Active
ATTR0003423,EMP03423,Marketing,9,Poor,High,87,Active
ATTR0003424,EMP03424,Marketing,6,Poor,Medium,58,Active
ATTR0003425,EMP03425,Sales,5,Poor,High,90,Resigned
ATTR0003426,EMP03426,HR,9,Poor,Medium,56,Active
ATTR0003427,EMP03427,Sales,0,Excellent,Low,26,Active
ATTR0003428,EMP03428,Sales,7,Average,High,79,Active
ATTR0003429,EMP03429,HR,7,Good,Low,31,Active
ATTR0003430,EMP03430,Operations,1,Poor,Medium,61,Active
ATTR0003431,EMP03431,Finance,1,Poor,High,83,Resigned
ATTR0003432,EMP03432,Operations,2,Average,Medium,51,Active
ATTR0003433,EMP03433,Marketing,6,Excellent,High,91,Active
ATTR0003434,EMP03434,HR,1,Good,Medium,55,Resigned
ATTR0003435,EMP03435,IT,11,Average,Medium,69,Active
ATTR0003436,EMP03436,Sales,5,Poor,High,100,Active
ATTR0003437,EMP03437,HR,6,Good,Medium,54,Active
ATTR0003438,EMP03438,Finance,1,Poor,Low,21,Resigned
ATTR0003439,EMP03439,IT,9,Poor,Medium,69,Active
ATTR0003440,EMP03440,Finance,2,Good,Low,28,Active
ATTR0003441,EMP03441,Marketing,1,Excellent,Low,32,Active
ATTR0003442,EMP03442,Marketing,3,Poor,Medium,53,Active
ATTR0003443,EMP03443,IT,8,Good,Low,31,Active
ATTR0003444,EMP03444,Operations,6,Good,Medium,68,Active
ATTR0003445,EMP03445,Sales,2,Excellent,Medium,69,Active
ATTR0003446,EMP03446,HR,7,Poor,Low,42,Resigned
ATTR0003447,EMP03447,Finance,6,Good,High,75,Active
ATTR0003448,EMP03448,Finance,4,Poor,High,92,Active
ATTR0003449,EMP03449,Marketing,3,Good,High,87,Active
ATTR0003450,EMP03450,Operations,2,Average,Medium,71,Active
ATTR0003451,EMP03451,Finance,9,Average,Low,25,Resigned
ATTR0003452,EMP03452,Operations,10,Poor,High,78,Resigned
ATTR0003453,EMP03453,Marketing,10,Poor,Low,26,Resigned
ATTR0003454,EMP03454,IT,6,Good,Medium,51,Active
ATTR0003455,EMP03455,Operations,10,Good,Low,28,Active
ATTR0003456,EMP03456,IT,11,Poor,Medium,74,Active
ATTR0003457,EMP03457,HR,2,Average,Medium,59,Resigned
ATTR0003458,EMP03458,Finance,10,Good,High,96,Active
ATTR0003459,EMP03459,Finance,6,Poor,High,86,Active
ATTR0003460,EMP03460,Operations,4,Excellent,Low,22,Active
ATTR0003461,EMP03461,Finance,6,Poor,Medium,64,Active
ATTR0003462,EMP03462,Finance,2,Good,High,82,Active
ATTR0003463,EMP03463,Operations,10,Good,Low,46,Active
ATTR0003464,EMP03464,Sales,3,Average,Low,47,Active
ATTR0003465,EMP03465,Finance,1,Average,Medium,65,Active
ATTR0003466,EMP03466,Marketing,6,Poor,Medium,66,Active
ATTR0003467,EMP03467,Finance,1,Excellent,High,95,Active
ATTR0003468,EMP03468,Operations,5,Good,Medium,58,Active
ATTR0003469,EMP03469,Finance,4,Good,Medium,73,Active
ATTR0003470,EMP03470,HR,0,Excellent,High,80,Active
